지역,시설명,시설유형,시설주소,시설규모,운영기관,시설운영상태,시설종류,운영시간_평일,운영시간_주말,시설사용료,시설대관여부,시설편의시설,주차정보,연락처,홈페이지,Latitude,Longitude
강서구,공항동문화체육센터,공공체육시설,서울특별시 강서구 송정로 45,"지하 2층, 지상 2층 (연면적 1,832 ㎡)",강서구시설관리공단,운영,생활체육관,06:00~21:50,토요일 07:00~17:50 / 일요일 및 공휴일 휴관,"아쿠아로빅 49,500 평일 일일권 : 성인 3,500원 / 청소년 2,400원 / 어린이 1,900원 토요일 일일권 : 성인 5,500원 / 청소년 4,400원 / 어린이 3,500",불가능,"샤워실, 탈의실, 개인사물함",주차 가능 (28면),02-2666-9003,https://sport.gssi.or.kr/page/sisul/07/,37.5587825,126.8101136
강서구,공항동문화체육센터 수영장,공공체육시설,서울특별시 강서구 송정로 45,"지하 2층, 지상 2층 (연면적 1,832 ㎡) / 성인풀(25m) 5레인, 재활풀(25m) 1레인, 유아풀",강서구시설관리공단,운영,수영장,06:00~21:50,토요일 07:00~17:50 / 일요일 및 공휴일 휴관,"아쿠아로빅 : 49,500원 일일자유수영 : 1,900~5,500원",불가능,"샤워실, 탈의실, 개인사물함",주차 가능 (28면),02-2666-9003,https://sport.gssi.or.kr/page/sisul/07/,37.5587825,126.8101136
강서구,공항정 국궁장,공공체육시설,서울특별시 강서구 우장산로 72,-,대한궁도협회,운영,기타,06:00~18:00,06:00~18:00,활터 이용 월 회비 있음  *장비 이용 요금 별도,불가능,편의시설 없음,강서구민회관 주차장  또는 강서구 공영주차장 이용,02-2698-0507,http://cafe.daum.net/rhdgkdwjd/,37.5504011,126.843553
관악구,관악구민운동장,공공체육시설,서울특별시 관악구 낙성대로 40,"지하 1층, 지상 2층 (대지면적 8,628㎡)",관악구시설관리공단,운영,기타,06:00~22:00,"06:00~22:00 / 신정, 설, 추석 연휴 휴관",무료,가능,"조깅트랙, 관람석, 조명타워, 조명등",주차 가능 (관악구민운동장 인근 주차),02-2081-2660,https://www.gwanakgongdan.or.kr/fmcs/37,37.4757034,126.9570793
관악구,관악구민종합체육센터,공공체육시설,서울특별시 관악구 낙성대로3길 37,"지하 2층, 지상 3층 (면적 6,986㎡)",관악구시설관리공단,운영,생활체육관,06:00~21:50,"토요일 시설(헬스, 스쿼시, 수영)에 따라 운영시간 상이 / 일요일은 자유수영만 운영",운영 프로그램에 따라 이용 요금 상이,가능,"샤워실, 탈의실, 개인사물함, 매점, 스포츠용품점, 책쉼터",5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과,02-875-1188,https://www.gwanakgongdan.or.kr/fmcs/13,37.4729216,126.9600936
관악구,관악구민종합체육센터 골프연습장,공공체육시설,서울특별시 관악구 낙성대로3길 37,"지하 1층, 지상 3층",관악구시설관리공단,운영,골프연습장,06:00~21:50,06:00~20:50,"77,000원",불가능,"매점, 탈의실, 샤워실, 책쉼터",5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과,02-875-1188,https://www.gwanakgongdan.or.kr/https://www.gwanakgongdan.or.kr/fmcs/13,37.4729216,126.9600936
관악구,관악구민종합체육센터 수영장,공공체육시설,서울특별시 관악구 낙성대로3길 37,"성인풀 6레인, 유아풀 2레인",관악구시설관리공단,운영,수영장,06:00~21:50,"토요일 시설(헬스, 스쿼시, 수영)에 따라 운영시간 상이 / 일요일은 자유수영만 운영",운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 개인사물함, 매점, 스포츠용품점, 책쉼터",5분당 250원  체육센터 이용회원 3시간 무료 초과시 5분당 250원 부과,02-875-1188,https://www.gwanakgongdan.or.kr/fmcs/13,37.4729216,126.9600936
관악구,관악산생태공원(선우공원) 족구장,공공체육시설,서울특별시 관악구 미성동 산117-3,족구장 1면 (870㎡),관악구시설관리공단,운영,족구장,00:00~24:00,00:00~24:00,무료,가능,-,주차 불가,02-880-3675,-,37.4760244,126.9159893
관악구,관악산생태공원(선우공원) 테니스장,공공체육시설,서울특별시 관악구 신림동 산 117-20,테니스코트 3면 (인조잔디/클레이),-,운영,테니스장,06:00~22:00,06:00~22:00,"(2시간 기준) 평일 : 8000원     주말 및 공휴일 : 10,400원",가능,-,주차 가능,02-867-7420,-,37.4673421,126.913917
관악구,관악정 궁도장,공공체육시설,서울특별시 관악구 약수암길 43-3,목재 사대 21면 (48.24㎡),대한궁도협회,운영,기타,10:00~16:00,10:00~16:00,"입회비 : 300,000원          월회비 : 30,000원",불가능,편의시설 없음,주차 가능,02-887-7971,http://www.kungdo.or.kr/index.php?mcd=4030&device=pc,37.4584995,126.9337812
관악구,관악제2구민운동장,공공체육시설,서울특별시 관악구 약수암길 43-1,"지하 2층, 지상 3층 (대지면적 10,357㎡)",관악구시설관리공단,운영,축구장,06:00~22:00,"06:00~22:00 / 신정, 설, 추석 연휴 휴관",운영 프로그램별 이용 요금 상이,가능,휴게실,주차 가능 (60면),02-2081-2651,https://www.gwanakgongdan.or.kr/fmcs/43,37.4588598,126.9335042
관악구,관악청소년회관,공공체육시설,서울특별시 관악구 신림로23길 17,"지하 2층, 지상 4층",관악구청,운영,생활체육관,06:00~21:50,토요일 06:00~21:50 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 만화독서실",주차 가능,02-876-0636,http://www.goyouth.or.kr/,37.4702293,126.9352343
관악구,관악청소년회관 수영장,공공체육시설,서울특별시 관악구 신림로23길 17,"성인풀(25m) 3레인, 유아풀",관악구청,운영,수영장,06:00~21:50,토요일 06:00~21:50 / 일요일 및 공휴일 휴관,운영 프로그램에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 만화독서실",주차 가능,02-876-0695,http://www.goyouth.or.kr/,37.4702293,126.9352343
관악구,관악초등학교,학교체육시설,서울특별시 관악구 청룡4길 49,"체육장 6,128㎡",관악초등학교,운영,초등학교,"06:00~07:30, 17:00~일몰 시까지","토요일 13:00~18:00, 일요일 및 공휴일 06:00~21:00","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-874-3832,http://www.seoul-kwanak.es.kr/,37.4806341,126.9432666
강동구,광나루한강공원,공공체육시설,서울특별시 강동구 천호동 351-1,"1,554,810㎡",한강사업본부,운영,기타,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,운영 시설에 따라 이용 요금 상이,불가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.5472397,127.120052
강동구,광나루한강공원 게이트볼장,공공체육시설,서울특별시 강동구 선사로 83-106,게이트볼 코트 2면 (660㎡),한강사업본부,운영,게이트볼장,연중무휴 (상시),연중무휴 (상시),-,가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46661,37.550017,127.1222692
강동구,광나루한강공원 농구장,공공체육시설,서울특별시 강동구 선사로 83-106,농구 코트 4면,한강사업본부,운영,농구장,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,"4,000원 / 2시간 * 월 정액 : 75,000원",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46661,37.550017,127.1222692
강동구,광나루한강공원 레이싱경기장,공공체육시설,서울특별시 강동구 암사동 624-3,"레이싱경기장 (9,300㎡)",한강사업본부,운영,기타,06:00~22:00,06:00~22:00,"1인용 : 3,000원 / 시간 (15분 초과시마다 500원 추가) 2인용 : 6,000원 / 시간 (15분 초과시마다 1,000원 추가) 개인 시설물 이용 : 무료  단체 4시간 이용 : 50,000원 ",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.5519994,127.1223406
강동구,광나루한강공원 배구장,공공체육시설,서울특별시 강동구 선사로 83-106,배구장 2개소,한강사업본부,운영,배구장,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,"4,000원 / 2시간 * 월 정액 : 75,000원",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46661,37.550017,127.1222692
강동구,광나루한강공원 수영장,공공체육시설,서울특별시 강동구 선사로 83-106,"9,630㎡ (1,200명 수용 가능)",한강사업본부,휴관,수영장,09:00~19:00,09:00~19:00,"어린이 3,000원 / 청소년 4,000원 / 성인 5,000원",불가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.550017,127.1222692
강동구,광나루한강공원 야구장,공공체육시설,서울특별시 강동구 선사로 83-106,-,한강사업본부,운영,야구장,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,"* 광나루 성인야구장 20,000원 / 3시간 26,000원 / 3시간 (주말 및 공휴일)",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ",02-3780-0501,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S221208174854071256,37.550017,127.1222692
강동구,광나루한강공원 인라인스케이트장,공공체육시설,서울특별시 강동구 천호동 481-4,"원형트랙(폭 5m, 연장 240m) / 총 면적 : 6,000㎡",한강사업본부,운영,기타,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,-,가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.5434312,127.1175105
강동구,광나루한강공원 족구장,공공체육시설,서울특별시 강동구 선사로 83-106,족구장 7개소,한강사업본부,운영,족구장,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,4월~9월 / 06:00~20:00 10월~다음 해 3월 / 07:00~17:00,"4,000원 / 2시간 * 월 정액 : 75,000원",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46661,37.550017,127.1222692
강동구,광나루한강공원 축구장,공공체육시설,서울특별시 송파구 풍납 1동,축구장 3면 (105m×45m),한강사업본부,운영,축구장,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,4월~10월 / 06:00~20:00 11월~다음 해 3월 / 07:00~17:00,"12,000원 / 2시간 225,000원 / 월 정기",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 자전거보관소","광나루1~4주차장 이용 (총 359면) 최초 30분 1,000원, 10분 초과당 200원 ",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.5366733,127.1188176
강동구,광나루한강공원 테니스장,공공체육시설,서울특별시 강동구 선사로 83-106,"테니스 코트 8면 (5,600㎡)",한강사업본부,운영,테니스장,06:00-22:00,-,"2시간 : 5,000원",가능,"샤워실, 탈의실, 화장실, 음수대, 그늘막, 매점, 어린이놀이터","광나루1~3주차장 이용 (총 359면) 최초 30분 1,000원, 초과 10분당 200원",02-3780-0501,https://hangang.seoul.go.kr/archives/46585,37.550017,127.1222692
광진구,광남초등학교,학교체육시설,서울특별시 광진구 아차산로70길 35,"체육장 4,902㎡",광남초등학교,운영,초등학교,"06:00~07:00, 17:00~19:00 (동절기 07:00~08:00)","06:00~07:00, 14:00~19:00 (동절기 07:00~08:00)","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원",가능,"샤워실, 탈의실, 창고",주차 불가,02-455-3763,http://gwangnam.sen.es.kr/index.do,37.5408123,127.1009358
노원구,광운대학교,공공체육시설,서울특별시 노원구 광운로 21,국제규격의 실내스케이트장 (61m×30m),광운대학교,운영,빙상장,15:00~16:50,12:00~15:50,"대인 6,000원 청소년 5,500원 어린이 5,000원 본교생 3,000원",가능,"탈의실, 의무실, 락커룸, 휴게실, 스케이트용품점, 매점",주차 불가,02-909-3114,http://icerink.kw.ac.kr/,37.6201425,127.0573459
광진구,광장동 실내배드민턴장,공공체육시설,서울특별시 광진구 천호대로140길 40,배드민턴 코트 (6면),광진구시설관리공단,운영,배드민턴장,06:00~21:50 (월~토요일),06:00~19:30(일요일 및 공휴일),운영 프로그램 별 이용 요금 상이,가능,"샤워실, 탈의실",주차 가능 (28대) 회원 : 3시간 무료 / 비회원 : 10분당 500원,02-458-9062,http://minton.gwangjin.or.kr/,37.5444726,127.1000623
광진구,광장동체육공원,공공체육시설,서울특별시 광진구 광장동 아차산로 586,"24,959㎡",광진구청 문화체육과,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,"샤워실, 탈의실",주차 불가,02-2204-3100,-,37.5453588,127.1056171
광진구,광장동체육부지 인라인스케이트장,공공체육시설,서울특별시 광진구 광장동 318-6번지,"24,959㎡",광진구시설관리공단,운영,기타,00:00~24:00,00:00~24:00,무료,불가능,-,주차 불가,02-2049-4800,-,37.5454545,127.1068242
광진구,광진구 중랑천 파크골프장,공공체육시설,서울특별시 광진구 능동로37길 10-4,"총 9홀 규모 (면적 7,700㎡)",광진구시설관리공단,운영,골프연습장,"08:00~18:00, 매주 월요일 휴장",08:00~18:00,"(4시간 및 4인 이용 기준)  성인 : 8,000원  ",가능,"화장실, 휴게시설, 안전펜스",-,02-2049-4500,-,37.5583128,127.0794869
광진구,광진구민체육센터,공공체육시설,서울특별시 광진구 구천면로 14,"지하 2층, 지상 4층",광진구시설관리공단,운영,생활체육관,06:00~22:00,토요일 09:00~18:00 / 일요일 및 공휴일 휴관,운영 프로그램 별 이용 요금 상이,불가능,"샤워실, 탈의실, 휴게실, 카페테리아, 야외쉼터, 전망데크, 외부조깅트랙, 관람석 ","- 주차면수 : 83면 - 회원카드 제시 시 3시간 무료 - 자유수영/헬스 이용 시 3시간 3,000원 - 대관 이용 시 3시간 3,000원 - 공통 : 초과 10분당 500원 부과  - 전자태그 부착차량만 입차 가능 ",02-2049-4800,http://gumin.gwangjin.or.kr/,37.5461887,127.1065122
광진구,광진구민체육센터 골프연습장,공공체육시설,서울특별시 광진구 구천면로 14,"일반 타석 5개, 스크린 타석 5개",광진구시설관리공단,휴관,골프연습장,06:00~22:00,토요일 09:00~18:00 / 일요일 및 공휴일 휴관,"(9/17 기준) 강습 휴강 / 일일입장만 이용 가능 - 일반 4,000원 - 스크린 12,000원 ",가능,"샤워실, 탈의실, 휴게실, 카페테리아, 야외쉼터, 전망데크, 외부조깅트랙, 관람석","- 주차면수 : 83면 - 회원카드 제시 시 3시간 무료 - 자유수영/헬스 이용 시 3시간 3,000원 - 대관 이용 시 3시간 3,000원 - 공통 : 초과 10분당 500원 부과 ",02-2049-4800,http://gumin.gwangjin.or.kr/,37.5461887,127.1065122
